订单编号,订单状态,下单时间,发货时间,支付方式,商品型号,商品编码,商品件数,商品金额,优惠金额,实付金额,收货人姓名,收货人手机,收货人地址
81417556230023,已关闭,2021-01-24 17:22:46,2021-01-27 06:25:49,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,赵淑华,18034359488,香港特别行政区小红县山亭郑路U座 826116
81417556230471,已完成,2021-01-22 08:59:12,2021-01-22 14:02:32,借记卡,哇鸥顺意优享礼盒,2110,3,3354,0,3354,顾凤兰,14731624281,湖南省帅市普陀戴街n座 797243
81417556231608,已完成,2021-01-26 22:08:15,2021-01-28 13:57:16,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,张桂珍,18989766735,香港特别行政区欢县吉区辽阳路x座 880968
81417556231368,已完成,2021-01-23 15:24:34,2021-01-30 12:00:26,借记卡,哇鸥心意优享礼盒,2102,5,3335,0,3335,谢淑华,18929741280,海南省哈尔滨市海港周街E座 999704
81417556232758,已关闭,2021-01-21 06:34:20,2021-01-30 01:04:26,借记卡,哇鸥乐意优享礼盒,2101,4,1780,0,1780,孟涛,13860540694,西藏自治区郑州市双滦澳门路b座 861934
81417556230671,已完成,2021-01-25 15:59:32,2021-02-01 06:54:47,借记卡,哇鸥顺意优享礼盒,2110,3,3354,0,3354,刘博,13377112135,甘肃省成都市孝南兰州街V座 285100
81417556231100,已完成,2021-01-22 19:13:43,2021-01-29 05:46:40,借记卡,哇鸥顺意优享礼盒,2110,2,2236,0,2236,潘文,18685260641,甘肃省颖县清浦兴城路r座 706201
81417556230111,已完成,2021-01-29 10:24:12,2021-02-01 01:04:53,借记卡,哇鸥心意优享礼盒,2102,1,667,40,627,黄雪梅,13017523019,香港特别行政区宁县萧山佛山街h座 297882
81417556230957,已完成,2021-01-27 11:28:17,2021-01-27 23:04:50,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,周淑珍,14534463929,北京市汕尾县海港银川路K座 803920
81417556231803,已关闭,2021-01-25 03:34:58,2021-01-30 06:55:13,借记卡,哇鸥顺意优享礼盒,2110,2,2236,0,2236,张浩,13319839588,西藏自治区俊市静安重庆街y座 519562
81417556231199,已关闭,2021-01-22 01:55:59,2021-01-31 06:27:34,借记卡,哇鸥心意优享礼盒,2102,8,5336,0,5336,马东,18514587021,河南省关岭市高港王路U座 545833
81417556230405,已完成,2021-01-23 14:29:32,2021-01-26 14:52:48,借记卡,哇鸥乐意优享礼盒,2101,2,890,40,850,林丽华,18042448704,山西省武汉市沙市福州路Y座 446083
81417556232111,已关闭,2021-01-25 18:34:20,2021-02-01 06:50:53,借记卡,哇鸥乐意优享礼盒,2101,1,445,20,425,刘文,15221570872,广东省勇县淄川哈尔滨街E座 546901
81417556230403,已完成,2021-01-21 07:04:27,2021-01-28 08:46:23,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,伍兵,13629175334,湖南省银川县六枝特哈尔滨街B座 278726
81417556231941,已完成,2021-01-28 07:42:27,2021-01-29 19:42:42,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,蒋桂英,13665242834,福建省英市崇文六盘水路T座 212345
81417556232766,已完成,2021-01-21 00:40:30,2021-01-31 06:10:48,借记卡,哇鸥心意优享礼盒,2102,7,4669,0,4669,陈坤,13364097050,浙江省冬梅县清城曾街j座 360071
81417556232899,已关闭,2021-01-21 02:52:35,2021-01-29 18:03:06,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,章兰英,18217229575,湖南省杰县浔阳海口街K座 237166
81417556230585,已完成,2021-01-21 17:08:07,2021-01-28 13:56:28,借记卡,哇鸥心意优享礼盒,2102,1,667,40,627,赵彬,18157157207,台湾省璐县秀英重庆街s座 109319
81417556232483,已关闭,2021-01-25 01:28:05,2021-02-01 02:10:19,借记卡,哇鸥心意优享礼盒,2102,3,2001,0,2001,杨丹,15386686562,四川省杭州市崇文王路B座 878863
81417556232065,已关闭,2021-01-28 02:25:25,2021-01-29 11:08:52,借记卡,哇鸥乐意优享礼盒,2101,3,1335,0,1335,吴瑜,15715083221,福建省玉兰市门头沟张街h座 143068
81417556231573,已关闭,2021-01-26 00:33:07,2021-01-30 18:34:17,借记卡,哇鸥乐意优享礼盒,2101,5,2225,0,2225,黄琳,15759666982,四川省长沙市沈北新董路N座 532100
81417556230657,已关闭,2021-01-29 13:40:59,2021-01-30 18:00:44,借记卡,哇鸥乐意优享礼盒,2101,2,890,0,890,蔡浩,13244467153,内蒙古自治区春梅县白云六盘水街w座 977740
81417556230794,已完成,2021-01-28 00:36:16,2021-02-01 09:12:29,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,张涛,14558957450,北京市香港市闵行田路S座 292857
81417556231500,已关闭,2021-01-23 06:52:59,2021-01-28 03:27:30,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,牛想,18876253808,山东省刚市涪城淮安街Z座 774242
81417556231331,已完成,2021-01-27 12:30:35,2021-02-01 20:25:03,借记卡,哇鸥乐意优享礼盒,2101,1,445,40,405,吴兰英,15591139459,湖北省永安县徐汇李路Y座 890638
81417556230066,已关闭,2021-01-25 22:49:53,2021-01-29 13:53:32,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,唐玉珍,15774225427,吉林省张家港县大兴西安路R座 320408
81417556230740,已完成,2021-01-23 17:32:18,2021-01-29 22:41:20,借记卡,哇鸥心意优享礼盒,2102,13,8671,0,8671,谢军,13867438133,西藏自治区瑜市和平杨街f座 913409
81417556230012,已完成,2021-01-25 12:02:51,2021-01-25 18:12:52,借记卡,哇鸥顺意优享礼盒,2110,2,2236,0,2236,谢勇,18592072268,北京市刚县金平陈街k座 279420
81417556232385,已完成,2021-01-21 12:11:27,2021-01-26 21:05:34,借记卡,哇鸥心意优享礼盒,2102,1,667,30,637,熊楠,15516478436,重庆市西安市孝南潜江街e座 679744
81417556232665,已关闭,2021-01-23 10:24:39,2021-01-23 23:19:00,借记卡,哇鸥顺意优享礼盒,2110,2,2236,20,2216,黄玉梅,13565578416,吉林省汕尾市东丽六安路d座 457184
81417556230053,已关闭,2021-01-27 06:05:38,2021-01-29 13:49:32,借记卡,哇鸥乐意优享礼盒,2101,2,890,20,870,李健,15388336601,甘肃省斌县房山郑路B座 817754
81417556231432,已关闭,2021-01-21 18:55:07,2021-01-30 18:31:09,借记卡,哇鸥乐意优享礼盒,2101,6,2670,0,2670,汤建平,13270650569,浙江省杭州市清浦邓街G座 771722
81417556231658,已关闭,2021-01-22 13:37:21,2021-01-30 13:50:15,借记卡,哇鸥心意优享礼盒,2102,3,2001,20,1981,王敏,18039710320,黑龙江省平县西夏澳门街a座 415506
81417556232801,已完成,2021-01-25 19:59:18,2021-02-01 04:21:40,借记卡,哇鸥心意优享礼盒,2102,7,4669,40,4629,李桂英,13256774304,四川省乌鲁木齐县清河兴安盟街w座 933077
81417556230570,已关闭,2021-01-21 07:07:29,2021-01-26 13:07:24,借记卡,哇鸥顺意优享礼盒,2110,2,2236,0,2236,唐兵,18277897680,重庆市秀英市秀英太原街Q座 317188
81417556232313,已关闭,2021-01-26 09:02:15,2021-01-29 17:55:17,借记卡,哇鸥乐意优享礼盒,2101,3,1335,20,1315,赖玉珍,14719827367,山西省浩市东丽李路K座 878979
81417556232799,已完成,2021-01-23 06:29:27,2021-01-30 13:00:18,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,周桂兰,13955838573,河南省海燕市友好西安路P座 146164
81417556232488,已完成,2021-01-22 14:49:31,2021-01-28 20:50:43,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,薛静,18110701363,安徽省健县涪城唐路H座 654207
81417556232145,已关闭,2021-01-25 00:40:02,2021-01-31 15:25:57,借记卡,哇鸥乐意优享礼盒,2101,2,890,0,890,李旭,18000202405,广西壮族自治区军县南溪程街l座 397807
81417556231648,已关闭,2021-01-23 19:14:46,2021-01-25 07:15:57,借记卡,哇鸥乐意优享礼盒,2101,5,2225,20,2205,胡琳,18217098533,山东省玉兰市大东汪街O座 366252
81417556232456,已关闭,2021-01-24 11:11:10,2021-01-26 06:45:53,借记卡,哇鸥心意优享礼盒,2102,3,2001,40,1961,殷芳,15138756618,新疆维吾尔自治区秀英市沙湾杨路X座 809938
81417556232188,已完成,2021-01-24 01:29:06,2021-01-27 10:38:50,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,王林,18104856995,北京市楠市黄浦宜都街M座 979482
81417556232719,已完成,2021-01-24 06:59:47,2021-01-24 17:03:50,借记卡,哇鸥心意优享礼盒,2102,5,3335,0,3335,刘浩,13858806083,湖北省长春县门头沟贺路d座 502266
81417556230126,已关闭,2021-01-23 11:38:23,2021-01-29 12:23:04,借记卡,哇鸥顺意优享礼盒,2110,5,5590,20,5570,何辉,13880718806,云南省沈阳县城东太原路N座 753356
81417556231083,已完成,2021-01-21 23:38:23,2021-01-27 21:01:30,借记卡,哇鸥顺意优享礼盒,2110,1,1118,20,1098,姚林,15684733525,新疆维吾尔自治区辉县高港沈阳路Q座 127230
81417556231692,已关闭,2021-01-29 09:30:40,2021-01-31 22:23:08,借记卡,哇鸥顺意优享礼盒,2110,3,3354,40,3314,朱玉,15351176647,云南省沈阳市萧山郑州街f座 516699
81417556232798,已完成,2021-01-21 16:02:35,2021-01-27 16:55:14,借记卡,哇鸥心意优享礼盒,2102,3,2001,20,1981,徐玉英,15665748563,台湾省银川市房山宋路H座 308294
81417556230295,已关闭,2021-01-30 12:21:16,2021-02-01 08:39:12,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,玉佳,13520569220,西藏自治区红梅县普陀重庆路v座 339989
81417556232175,已完成,2021-01-21 22:50:43,2021-01-31 13:26:50,借记卡,哇鸥心意优享礼盒,2102,1,667,20,647,张慧,13668041152,河北省惠州县清浦潜江路C座 967835
81417556232430,已完成,2021-01-26 01:27:58,2021-01-28 23:46:44,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,荆霞,15622080701,江西省北京县长寿秦路y座 718876
81417556231972,已完成,2021-01-22 08:05:56,2021-01-28 20:01:16,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,王明,13055796260,吉林省杨市和平济南路V座 530858
81417556232584,已关闭,2021-01-22 05:39:26,2021-02-01 13:05:55,借记卡,哇鸥顺意优享礼盒,2110,1,1118,20,1098,俞静,15705139633,四川省文市长寿南宁路F座 697697
81417556230215,已完成,2021-01-21 23:21:17,2021-01-31 10:00:02,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,刘林,14700990726,安徽省颖市双滦朱街k座 329415
81417556231865,已关闭,2021-01-25 23:17:58,2021-01-29 17:32:37,借记卡,哇鸥顺意优享礼盒,2110,5,5590,0,5590,汪旭,15670829920,北京市云县淄川佛山街m座 852560
81417556231930,已关闭,2021-01-21 06:06:35,2021-01-24 23:26:51,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,贺淑珍,14714403559,山西省宁德县海港刘路y座 720272
81417556232285,已完成,2021-01-27 17:20:22,2021-01-29 20:28:04,借记卡,哇鸥乐意优享礼盒,2101,3,1335,30,1305,芦阳,13858885638,吉林省长春县牧野李路v座 541365
81417556231938,已关闭,2021-01-26 02:56:17,2021-01-26 03:54:28,借记卡,哇鸥顺意优享礼盒,2110,2,2236,0,2236,李玉梅,18249301423,辽宁省宁市大兴贵阳路b座 762080
81417556230963,已关闭,2021-01-24 20:26:56,2021-01-31 10:58:47,借记卡,哇鸥心意优享礼盒,2102,1,667,20,647,王瑞,18719542521,湖南省健市城北深圳街M座 736916
81417556230257,已完成,2021-01-23 09:01:30,2021-01-23 19:25:32,借记卡,哇鸥乐意优享礼盒,2101,1,445,20,425,李娜,18500973758,西藏自治区沈阳市白云兰州街n座 573879
81417556231258,已完成,2021-01-29 00:36:08,2021-01-30 00:40:41,借记卡,哇鸥乐意优享礼盒,2101,3,1335,0,1335,刘坤,13634661868,河南省伟县门头沟乌鲁木齐路c座 697982
81417556230751,已关闭,2021-01-31 22:53:31,2021-02-01 08:04:37,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,张畅,13112706125,湖北省琳市和平齐齐哈尔路U座 944432
81417556232137,已关闭,2021-01-25 14:16:50,2021-01-29 05:04:16,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,许峰,15938208881,浙江省刚市和平潜江街b座 101561
81417556231471,已关闭,2021-01-23 13:37:31,2021-01-31 15:50:14,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,贾小红,13244629599,重庆市桂英市丰都济南路K座 948511
81417556231642,已完成,2021-01-25 15:03:12,2021-01-30 13:58:09,借记卡,哇鸥乐意优享礼盒,2101,2,890,0,890,赵杰,18057990330,河南省永安县闵行朱路K座 422673
81417556230961,已关闭,2021-01-29 15:59:28,2021-01-30 21:18:47,借记卡,哇鸥乐意优享礼盒,2101,3,1335,0,1335,张兰英,18814545405,新疆维吾尔自治区云市黄浦戴路l座 306648
81417556232153,已关闭,2021-01-25 16:25:12,2021-01-28 13:07:09,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,邹平,14522162057,河南省宁德县大兴西宁路C座 835263
81417556230344,已关闭,2021-01-22 21:29:06,2021-01-30 18:41:09,借记卡,哇鸥心意优享礼盒,2102,1,667,20,647,王凤兰,15681102227,安徽省晶市南湖佛山街g座 174911
81417556230174,已完成,2021-01-23 04:17:00,2021-01-29 09:36:02,借记卡,哇鸥顺意优享礼盒,2110,2,2236,0,2236,向梅,15108373401,上海市太原市朝阳海口街N座 633364
81417556232996,已完成,2021-01-23 05:31:41,2021-01-24 05:22:15,借记卡,哇鸥乐意优享礼盒,2101,2,890,0,890,何凤英,18214433239,山西省晶市东丽银川街w座 359866
81417556230142,已完成,2021-01-22 10:14:52,2021-01-23 06:46:16,借记卡,哇鸥顺意优享礼盒,2110,1,1118,40,1078,何亮,13293641749,安徽省俊县门头沟佛山路W座 708158
81417556230028,已完成,2021-01-30 14:35:01,2021-01-31 05:48:55,借记卡,哇鸥心意优享礼盒,2102,5,3335,0,3335,夏洋,13732030790,新疆维吾尔自治区乌鲁木齐县普陀薛街i座 436561
81417556230790,已完成,2021-01-24 06:00:25,2021-01-26 12:36:40,借记卡,哇鸥心意优享礼盒,2102,2,1334,20,1314,刘宁,15870512783,甘肃省济南市安次管路J座 416245
81417556232660,已关闭,2021-01-31 05:36:19,2021-02-01 12:09:24,借记卡,哇鸥乐意优享礼盒,2101,2,890,20,870,郭秀云,18104227157,内蒙古自治区南宁县孝南哈尔滨街M座 632456
81417556232016,已关闭,2021-01-22 08:54:51,2021-01-30 09:49:57,借记卡,哇鸥顺意优享礼盒,2110,2,2236,0,2236,黄磊,18266828720,吉林省洋市高坪马鞍山街u座 621543
81417556230843,已完成,2021-01-27 16:00:38,2021-01-28 22:20:28,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,袁凤兰,15124097483,天津市兰英县涪城马路V座 734177
81417556232805,已完成,2021-01-22 17:25:08,2021-01-30 07:56:41,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,杨浩,15675971611,山西省帆市滨城关岭路I座 827665
81417556232449,已完成,2021-01-28 02:37:58,2021-01-30 16:19:28,借记卡,哇鸥乐意优享礼盒,2101,1,445,30,415,熊建平,13078061994,陕西省林县沈河郑州路E座 201347
81417556230333,已关闭,2021-01-21 06:01:26,2021-01-31 23:18:17,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,韩桂珍,14578640520,甘肃省琴市合川嘉禾街i座 933681
81417556231129,已完成,2021-01-23 01:26:28,2021-01-29 01:36:05,借记卡,哇鸥顺意优享礼盒,2110,4,4472,0,4472,彭超,13710553903,河北省畅市高坪深圳路I座 364571
81417556230834,已关闭,2021-01-21 07:48:47,2021-01-29 00:22:11,借记卡,哇鸥心意优享礼盒,2102,3,2001,0,2001,倪兵,15851238051,山东省长沙市滨城杨街h座 277277
81417556232914,已关闭,2021-01-27 14:54:41,2021-01-30 15:21:07,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,刘红霞,13725577308,江苏省丹县和平吴路W座 585014
81417556231254,已关闭,2021-01-24 19:45:11,2021-01-25 16:47:51,借记卡,哇鸥乐意优享礼盒,2101,3,1335,20,1315,冉刚,13997927936,河北省彬市清城熊路X座 130046
81417556232538,已关闭,2021-01-22 16:50:48,2021-01-29 06:56:44,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,李佳,18860081844,四川省哈尔滨县永川兴城街t座 218911
81417556230662,已关闭,2021-01-21 06:21:42,2021-01-23 10:03:09,借记卡,哇鸥心意优享礼盒,2102,4,2668,0,2668,张辉,15250572034,四川省文市房山潘路s座 605752
81417556231986,已完成,2021-01-24 08:10:54,2021-01-25 18:54:18,借记卡,哇鸥乐意优享礼盒,2101,2,890,0,890,裴强,14782194214,北京市贵阳市平山马鞍山路W座 404493
81417556230087,已完成,2021-01-23 19:22:21,2021-01-25 00:54:22,借记卡,哇鸥心意优享礼盒,2102,2,1334,20,1314,胡桂花,18570594982,湖北省石家庄县房山福州路s座 689290
81417556231554,已完成,2021-01-21 21:02:18,2021-01-26 00:43:48,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,彭桂珍,13366072997,香港特别行政区秀珍市清城农街b座 212138
81417556231494,已完成,2021-01-27 15:31:48,2021-02-01 09:57:26,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,李燕,13272217453,青海省伟市高坪哈尔滨街d座 187944
81417556231082,已完成,2021-01-26 17:16:30,2021-01-31 12:59:20,借记卡,哇鸥乐意优享礼盒,2101,1,445,40,405,刘兵,18646833575,云南省玉英市金平北镇路I座 138668
81417556232785,已完成,2021-01-23 21:18:20,2021-01-26 01:24:16,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,舒桂芝,14549454837,广东省慧市龙潭杨街N座 452094
81417556230513,已关闭,2021-01-24 23:09:29,2021-01-30 21:28:45,借记卡,哇鸥乐意优享礼盒,2101,4,1780,30,1750,王成,18954984690,江西省张家港市花溪陈街I座 914667
81417556231735,已完成,2021-01-22 16:44:39,2021-01-23 17:59:00,借记卡,哇鸥乐意优享礼盒,2101,3,1335,0,1335,贾鹏,15108928699,宁夏回族自治区潮州县房山邱街p座 992144
81417556231453,已完成,2021-01-25 01:55:42,2021-01-26 07:14:20,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,柳红梅,15964757903,广西壮族自治区马鞍山县沈河马路s座 197928
81417556230325,已关闭,2021-01-23 20:37:10,2021-01-25 17:53:25,借记卡,哇鸥心意优享礼盒,2102,1,667,40,627,颜玉华,13926044662,湖南省沈阳市六枝特王路H座 695439
81417556231785,已关闭,2021-01-21 03:29:08,2021-01-26 13:47:47,借记卡,哇鸥乐意优享礼盒,2101,2,890,40,850,何琴,15011095638,广东省超市花溪沈阳街q座 433068
81417556230285,已关闭,2021-01-30 18:53:25,2021-01-31 10:15:40,借记卡,哇鸥顺意优享礼盒,2110,5,5590,0,5590,方海燕,13864936678,西藏自治区哈尔滨县沙市永安路p座 283983
81417556231952,已关闭,2021-01-21 00:52:50,2021-01-31 01:30:49,借记卡,哇鸥心意优享礼盒,2102,2,1334,40,1294,鲍桂芳,15663045487,湖南省娜市大东陈街E座 769927
81417556231629,已关闭,2021-01-22 19:02:19,2021-01-26 09:38:15,借记卡,哇鸥顺意优享礼盒,2110,2,2236,0,2236,王婷,15654719521,山西省龙县安次符路S座 298505
81417556230781,已完成,2021-01-28 20:26:38,2021-01-30 16:55:59,借记卡,哇鸥顺意优享礼盒,2110,2,2236,20,2216,刘玉,15677961382,云南省兴城市兴山海口路S座 732858
81417556232351,已关闭,2021-01-24 11:02:42,2021-01-27 01:41:46,借记卡,哇鸥顺意优享礼盒,2110,2,2236,0,2236,屈小红,18502253278,四川省巢湖市六枝特钟路x座 836810
81417556232521,已关闭,2021-01-21 09:04:03,2021-01-26 09:21:42,借记卡,哇鸥心意优享礼盒,2102,3,2001,0,2001,曹欣,15643067784,河北省淮安县和平鞠路K座 934431
81417556230541,已关闭,2021-01-27 09:12:09,2021-01-31 21:37:08,借记卡,哇鸥乐意优享礼盒,2101,2,890,0,890,吴琳,15805032702,台湾省秀华市花溪马路M座 477051
81417556230091,已完成,2021-01-22 11:36:46,2021-01-23 17:25:51,借记卡,哇鸥顺意优享礼盒,2110,2,2236,0,2236,胡秀华,13279441443,河南省六安县白云石家庄街x座 759749
81417556231976,已关闭,2021-01-21 00:59:46,2021-01-25 16:49:51,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,刘淑兰,18697832285,陕西省玉英市涪城李街P座 861773
81417556231997,已关闭,2021-01-23 10:52:09,2021-01-23 16:10:55,借记卡,哇鸥心意优享礼盒,2102,6,4002,0,4002,陈玲,15656320274,上海市太原县安次韦路O座 911853
81417556232971,已完成,2021-01-27 07:44:14,2021-01-27 15:37:40,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,张洋,15095096586,云南省南京市梁平唐街w座 763649
81417556230220,已完成,2021-01-29 00:29:27,2021-01-31 19:05:41,借记卡,哇鸥乐意优享礼盒,2101,1,445,20,425,张凤英,13645597866,辽宁省杭州县璧山李路P座 360464
81417556232693,已关闭,2021-01-29 03:09:06,2021-02-01 18:07:01,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,李秀梅,13602246740,浙江省东莞市翔安北京街W座 911723
81417556231519,已完成,2021-01-26 05:02:38,2021-02-01 04:02:52,借记卡,哇鸥顺意优享礼盒,2110,5,5590,30,5560,周秀芳,14539942088,甘肃省玉兰市崇文刘路c座 894864
81417556231470,已关闭,2021-01-30 08:03:28,2021-01-31 13:32:21,借记卡,哇鸥顺意优享礼盒,2110,5,5590,0,5590,王玉英,15326872262,上海市通辽市翔安宋街T座 971761
81417556230391,已关闭,2021-01-30 15:04:55,2021-01-31 21:44:44,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,陈超,15651797204,安徽省石家庄市永川太原路Q座 845720
81417556232794,已关闭,2021-01-26 04:32:42,2021-01-31 18:38:44,借记卡,哇鸥顺意优享礼盒,2110,5,5590,20,5570,丁凯,13326866372,河北省林市城东黄街K座 677169
81417556230448,已完成,2021-01-26 12:57:15,2021-01-28 10:36:02,借记卡,哇鸥乐意优享礼盒,2101,6,2670,0,2670,张莉,13944132628,吉林省汕尾市六枝特兰州街y座 916347
81417556232874,已完成,2021-01-21 23:52:08,2021-01-29 01:18:18,借记卡,哇鸥心意优享礼盒,2102,5,3335,0,3335,曾秀荣,15522491781,黑龙江省张家港县牧野曹路b座 899514
81417556230507,已完成,2021-01-28 05:36:20,2021-01-28 22:10:25,借记卡,哇鸥乐意优享礼盒,2101,2,890,20,870,戴桂芝,18824492660,安徽省龙县锡山兴安盟街N座 926408
81417556230959,已关闭,2021-01-29 20:33:33,2021-01-31 08:50:59,借记卡,哇鸥顺意优享礼盒,2110,4,4472,0,4472,王云,14557167940,海南省大冶市沙市王路A座 268488
81417556231971,已完成,2021-01-26 23:38:26,2021-01-28 20:11:57,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,侯鑫,13711343391,台湾省丹市长寿徐街V座 738898
81417556232243,已完成,2021-01-22 11:50:46,2021-01-30 22:10:21,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,江红,18543220850,香港特别行政区六盘水县双滦李街b座 168344
81417556232655,已完成,2021-01-26 05:41:34,2021-01-30 14:45:56,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,颜波,13803887530,北京市楠县白云刘路U座 489940
81417556232617,已完成,2021-01-23 13:35:32,2021-01-24 04:35:40,借记卡,哇鸥顺意优享礼盒,2110,3,3354,20,3334,毛军,18018115303,湖北省天津市沈北新徐街R座 260752
81417556231275,已完成,2021-01-27 02:48:44,2021-01-31 18:02:26,借记卡,哇鸥顺意优享礼盒,2110,3,3354,30,3324,白凤兰,18643343107,安徽省斌市清浦大冶街T座 312382
81417556230494,已完成,2021-01-22 06:02:57,2021-01-25 09:13:37,借记卡,哇鸥顺意优享礼盒,2110,4,4472,0,4472,展兰英,15234483154,吉林省倩县南湖合肥路R座 343374
81417556231759,已关闭,2021-01-23 08:08:46,2021-01-23 17:51:01,借记卡,哇鸥顺意优享礼盒,2110,11,12298,40,12258,何秀荣,18531754470,湖北省英市新城呼和浩特街f座 486766
81417556231913,已完成,2021-01-25 23:59:05,2021-02-01 06:35:11,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,黄萍,13344023306,安徽省宜都县普陀徐路m座 740237
81417556230564,已关闭,2021-01-26 16:32:18,2021-01-27 02:28:22,借记卡,哇鸥乐意优享礼盒,2101,4,1780,20,1760,王辉,18635413351,内蒙古自治区晨县清城关岭路o座 928069
81417556231327,已完成,2021-01-25 13:40:28,2021-01-28 10:10:23,借记卡,哇鸥顺意优享礼盒,2110,6,6708,20,6688,陈磊,15231118599,甘肃省桂芝市淄川杭州路f座 336386
81417556231481,已关闭,2021-01-28 21:17:06,2021-01-29 20:43:29,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,樊敏,15885365642,河北省六盘水市上街赵街G座 572004
81417556232205,已关闭,2021-01-29 02:49:12,2021-01-30 20:16:22,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,李艳,15650385088,福建省大冶县浔阳宜都街I座 790675
81417556231104,已完成,2021-01-28 02:44:22,2021-02-01 09:48:47,借记卡,哇鸥顺意优享礼盒,2110,3,3354,0,3354,郭秀芳,13703947976,江西省宁德市锡山耿街u座 870877
81417556232950,已完成,2021-01-22 18:02:37,2021-02-01 03:47:04,借记卡,哇鸥心意优享礼盒,2102,3,2001,30,1971,王超,13541053079,河南省成都县大兴合山路i座 514083
81417556230756,已关闭,2021-01-30 04:40:05,2021-02-01 10:29:49,借记卡,哇鸥乐意优享礼盒,2101,3,1335,20,1315,孙红梅,18111037679,辽宁省六盘水市涪城上海路I座 933344
81417556232552,已关闭,2021-01-24 14:39:56,2021-01-31 11:02:29,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,倪华,15579649618,贵州省荆门市淄川西宁街H座 849400
81417556231741,已关闭,2021-01-21 16:56:54,2021-01-25 23:18:34,借记卡,哇鸥顺意优享礼盒,2110,1,1118,40,1078,何莉,18517976269,黑龙江省宜都市滨城唐街u座 858036
81417556230251,已完成,2021-01-21 10:40:31,2021-02-01 14:08:49,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,张旭,15350784085,河南省玉兰市南长北镇街i座 965340
81417556232788,已完成,2021-01-26 10:52:28,2021-01-27 13:05:25,借记卡,哇鸥心意优享礼盒,2102,2,1334,40,1294,李欣,18275492368,河北省福州市合川王路Z座 491017
81417556231387,已完成,2021-01-25 06:07:57,2021-01-29 00:37:44,借记卡,哇鸥心意优享礼盒,2102,2,1334,40,1294,邓璐,18059222596,吉林省潜江县金平宜都路a座 861176
81417556231555,已完成,2021-01-25 16:43:44,2021-01-25 19:23:43,借记卡,哇鸥顺意优享礼盒,2110,1,1118,20,1098,曹桂花,14583184790,贵州省利县秀英苏路s座 951393
81417556230467,已关闭,2021-01-30 00:24:50,2021-02-01 22:05:33,借记卡,哇鸥顺意优享礼盒,2110,1,1118,40,1078,陈秀芳,13919255335,西藏自治区关岭县山亭呼和浩特路v座 575107
81417556230326,已关闭,2021-01-23 10:48:08,2021-01-31 09:37:41,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,高建华,15684939323,湖南省深圳市静安王街L座 111621
81417556232419,已完成,2021-01-28 08:58:56,2021-01-28 12:19:35,借记卡,哇鸥心意优享礼盒,2102,3,2001,30,1971,刘桂香,18765872346,广西壮族自治区春梅县华龙陈街Z座 537013
