订单编号,订单状态,下单时间,发货时间,支付方式,商品型号,商品编码,商品件数,商品金额,优惠金额,实付金额,收货人姓名,收货人地址
81417556231944,已关闭,2021-01-22 01:00:37,2021-01-28 02:12:24,借记卡,哇鸥心意优享礼盒,2102,2,1334,20,1314,张建,吉林省北镇市长寿马路a座 660415
81417556230095,已完成,2021-01-27 13:34:52,2021-02-01 23:42:42,借记卡,哇鸥顺意优享礼盒,2110,2,2236,30,2206,谭莉,西藏自治区龙市大兴薛路v座 665607
81417556233695,已关闭,2021-01-24 01:17:07,2021-01-31 10:32:46,借记卡,哇鸥心意优享礼盒,2102,2,1334,30,1304,王帅,澳门特别行政区金凤县海陵韩街K座 852840
81417556233650,已关闭,2021-01-21 11:40:50,2021-01-29 05:53:37,借记卡,哇鸥乐意优享礼盒,2101,2,890,0,890,宁雪,湖南省巢湖市长寿曹街G座 832448
81417556230311,已完成,2021-01-21 23:09:05,2021-01-30 02:20:47,借记卡,哇鸥顺意优享礼盒,2110,1,1118,30,1088,唐旭,宁夏回族自治区霞市南溪天津路M座 522746
81417556236491,已关闭,2021-01-21 03:52:06,2021-01-26 11:06:53,借记卡,哇鸥乐意优享礼盒,2101,2,890,0,890,姜帅,福建省畅市六枝特广州路r座 209615
81417556239600,已关闭,2021-01-21 18:54:21,2021-01-22 10:22:34,借记卡,哇鸥乐意优享礼盒,2101,2,890,0,890,林春梅,山西省马鞍山县静安太原路E座 442764
81417556235603,已关闭,2021-01-25 18:20:48,2021-01-26 04:34:13,借记卡,哇鸥乐意优享礼盒,2101,2,890,0,890,杨秀兰,上海市荆门市孝南汕尾路i座 442587
81417556233416,已完成,2021-01-28 10:05:48,2021-02-01 18:34:34,借记卡,哇鸥顺意优享礼盒,2110,4,4472,20,4452,窦淑华,重庆市玉县城北张街k座 459843
81417556236496,已完成,2021-01-21 06:42:12,2021-01-28 14:39:35,借记卡,哇鸥心意优享礼盒,2102,5,3335,0,3335,杨辉,北京市兴安盟市清浦南昌路j座 232000
81417556235843,已关闭,2021-02-01 04:29:29,2021-02-01 13:37:11,借记卡,哇鸥心意优享礼盒,2102,5,3335,0,3335,林军,山西省强市山亭王路t座 766185
81417556233147,已完成,2021-01-28 23:07:01,2021-02-01 16:02:12,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,杨欣,甘肃省敏县静安石家庄街M座 921818
81417556235081,已关闭,2021-01-28 04:39:49,2021-01-28 19:45:27,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,姚建军,黑龙江省武汉县淄川廖路U座 118752
81417556231806,已完成,2021-01-26 00:41:52,2021-02-01 02:05:56,借记卡,哇鸥乐意优享礼盒,2101,1,445,20,425,甘杨,青海省淮安市翔安海门路z座 279190
81417556236458,已关闭,2021-01-29 05:54:58,2021-01-29 11:09:35,借记卡,哇鸥顺意优享礼盒,2110,3,3354,0,3354,冯静,河南省霞市滨城王路t座 330470
81417556234505,已关闭,2021-01-30 21:17:27,2021-02-01 15:46:34,借记卡,哇鸥顺意优享礼盒,2110,2,2236,0,2236,戴云,海南省嘉禾市金平袁街I座 548246
81417556230554,已完成,2021-01-25 10:47:37,2021-01-29 22:42:01,借记卡,哇鸥乐意优享礼盒,2101,1,445,20,425,邓红梅,吉林省玉梅市璧山朱街b座 582046
81417556239031,已完成,2021-01-22 10:38:40,2021-01-28 17:51:38,借记卡,哇鸥心意优享礼盒,2102,3,2001,20,1981,李萍,湖北省瑜县高明李路l座 787421
81417556232214,已完成,2021-01-26 20:01:28,2021-02-01 22:38:10,借记卡,哇鸥顺意优享礼盒,2110,2,2236,20,2216,孙畅,台湾省宁德县萧山邓路v座 322395
81417556235661,已关闭,2021-01-25 18:20:53,2021-01-31 14:22:46,借记卡,哇鸥顺意优享礼盒,2110,1,1118,30,1088,许洋,辽宁省军市蓟州呼和浩特街c座 646474
81417556236149,已关闭,2021-01-29 08:36:53,2021-01-30 06:29:45,借记卡,哇鸥心意优享礼盒,2102,3,2001,20,1981,徐秀云,山西省六安市龙潭吴路O座 330545
81417556239492,已关闭,2021-01-30 14:55:09,2021-01-31 10:31:55,借记卡,哇鸥顺意优享礼盒,2110,8,8944,0,8944,罗颖,西藏自治区香港市吉区钟路l座 981013
81417556237953,已完成,2021-01-23 06:36:59,2021-01-30 12:23:42,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,何杨,内蒙古自治区西宁市秀英南京街m座 802764
81417556237532,已关闭,2021-01-25 04:02:49,2021-01-25 21:23:16,借记卡,哇鸥顺意优享礼盒,2110,2,2236,0,2236,宋明,湖南省小红市山亭兴城街h座 237699
81417556230337,已关闭,2021-01-25 14:28:46,2021-01-26 19:50:38,借记卡,哇鸥顺意优享礼盒,2110,6,6708,0,6708,李帆,甘肃省芳市南长重庆街C座 951062
81417556236869,已完成,2021-01-22 05:46:37,2021-01-28 11:51:51,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,葛丹,香港特别行政区汕尾县房山莫路H座 576736
81417556237040,已关闭,2021-01-26 21:08:57,2021-01-29 22:09:19,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,张鹏,宁夏回族自治区莉市吉区王街B座 380700
81417556238861,已关闭,2021-01-21 08:52:49,2021-01-23 14:26:34,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,黄磊,上海市济南县南湖何路x座 738627
81417556233940,已关闭,2021-01-22 21:38:14,2021-01-26 05:55:49,借记卡,哇鸥顺意优享礼盒,2110,3,3354,0,3354,江华,宁夏回族自治区南昌市兴山禹路s座 215692
81417556237017,已关闭,2021-01-24 10:03:00,2021-01-26 06:40:04,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,王彬,江苏省呼和浩特县上街蔡路p座 203819
81417556233841,已关闭,2021-01-24 01:27:02,2021-01-31 06:27:52,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,汪琳,宁夏回族自治区宜都县丰都陆街G座 852357
81417556235045,已关闭,2021-01-25 14:46:08,2021-01-31 04:36:56,借记卡,哇鸥心意优享礼盒,2102,4,2668,0,2668,张佳,天津市辉县长寿北镇路z座 395574
81417556238634,已完成,2021-01-25 14:53:46,2021-01-31 18:44:29,借记卡,哇鸥顺意优享礼盒,2110,1,1118,40,1078,王金凤,安徽省重庆市花溪沈阳路Q座 234728
81417556232857,已关闭,2021-01-28 23:27:07,2021-01-29 01:25:15,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,魏欢,广西壮族自治区沈阳县东城六盘水街p座 482696
81417556233625,已关闭,2021-01-26 19:26:07,2021-01-30 03:24:31,借记卡,哇鸥心意优享礼盒,2102,4,2668,0,2668,王海燕,山西省宁德县清浦郑路c座 152533
81417556237459,已完成,2021-01-21 12:33:01,2021-01-27 11:36:53,借记卡,哇鸥乐意优享礼盒,2101,3,1335,30,1305,赫彬,台湾省石家庄市友好惠州街I座 517281
81417556234801,已完成,2021-01-25 16:04:19,2021-01-28 21:58:58,借记卡,哇鸥心意优享礼盒,2102,2,1334,30,1304,彭岩,天津市倩县淄川邯郸街f座 419736
81417556230064,已关闭,2021-01-21 05:30:14,2021-01-22 22:41:47,借记卡,哇鸥乐意优享礼盒,2101,5,2225,20,2205,李玉梅,湖北省柳州市大兴黎路R座 299338
81417556238292,已完成,2021-01-22 09:32:47,2021-02-01 15:45:13,借记卡,哇鸥心意优享礼盒,2102,3,2001,20,1981,黄璐,浙江省阳市平山兰路x座 547218
81417556230699,已关闭,2021-01-21 04:07:15,2021-01-21 18:30:58,借记卡,哇鸥心意优享礼盒,2102,5,3335,0,3335,唐杨,西藏自治区呼和浩特县东城何路h座 511001
81417556235191,已完成,2021-01-21 23:34:45,2021-01-30 13:03:21,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,朱凤英,云南省帅县朝阳李路m座 128482
81417556232644,已完成,2021-01-29 03:32:40,2021-01-30 21:06:09,借记卡,哇鸥顺意优享礼盒,2110,4,4472,40,4432,邢刚,海南省俊市长寿辽阳路F座 473470
81417556237655,已关闭,2021-01-22 18:42:48,2021-01-24 00:45:44,借记卡,哇鸥顺意优享礼盒,2110,1,1118,30,1088,王建军,浙江省拉萨市涪城范路o座 685510
81417556233470,已关闭,2021-02-01 20:50:38,2021-02-01 23:01:10,借记卡,哇鸥顺意优享礼盒,2110,3,3354,0,3354,闵玉梅,山东省桂花市长寿居街h座 807056
81417556233483,已关闭,2021-01-21 01:09:52,2021-01-23 23:54:13,借记卡,哇鸥乐意优享礼盒,2101,2,890,20,870,钟秀华,湖北省玉珍县城东蒋街m座 524293
81417556234597,已关闭,2021-01-27 02:31:48,2021-01-30 11:52:32,借记卡,哇鸥心意优享礼盒,2102,1,667,20,647,孙秀珍,黑龙江省宁县和平张路o座 470712
81417556230729,已关闭,2021-01-23 09:49:24,2021-01-24 06:08:25,借记卡,哇鸥乐意优享礼盒,2101,5,2225,20,2205,邢杨,台湾省桂荣市秀英南宁街R座 277681
81417556232906,已完成,2021-01-27 23:49:57,2021-01-28 09:36:30,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,赵佳,浙江省静市金平银川路Y座 289194
81417556232995,已关闭,2021-01-22 00:15:26,2021-01-28 03:04:15,借记卡,哇鸥顺意优享礼盒,2110,5,5590,0,5590,张晶,山西省淑华县平山杨路t座 736244
81417556236547,已完成,2021-01-21 23:22:35,2021-01-24 09:00:29,借记卡,哇鸥乐意优享礼盒,2101,2,890,0,890,李岩,福建省成市牧野傅街j座 236510
81417556239505,已关闭,2021-01-22 02:09:18,2021-01-25 13:20:00,借记卡,哇鸥顺意优享礼盒,2110,5,5590,0,5590,刘斌,广东省呼和浩特市金平张路h座 905599
81417556235464,已关闭,2021-01-22 11:17:28,2021-01-31 11:27:06,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,李秀英,山西省长沙县海港西宁路L座 800993
81417556239980,已关闭,2021-01-23 19:16:30,2021-01-24 15:00:42,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,徐云,青海省玉华县沈北新北京街v座 979054
81417556235678,已完成,2021-01-26 10:18:05,2021-01-26 15:40:05,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,余建华,宁夏回族自治区建军市朝阳徐街D座 115610
81417556239966,已关闭,2021-01-23 03:01:33,2021-01-26 21:26:44,借记卡,哇鸥顺意优享礼盒,2110,5,5590,0,5590,邵红霞,湖南省凤英县西夏陈街E座 890409
81417556239706,已关闭,2021-01-23 18:19:15,2021-01-25 22:27:27,借记卡,哇鸥乐意优享礼盒,2101,2,890,0,890,房刚,福建省巢湖县徐汇胡路U座 484591
81417556238337,已完成,2021-01-25 02:29:53,2021-02-01 14:20:37,借记卡,哇鸥顺意优享礼盒,2110,6,6708,0,6708,周平,贵州省梅市门头沟阎街z座 522323
81417556231034,已关闭,2021-01-23 08:15:02,2021-01-30 21:04:56,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,姜金凤,黑龙江省郑州县魏都高街R座 818496
81417556235494,已完成,2021-01-25 01:05:19,2021-02-01 22:19:25,借记卡,哇鸥顺意优享礼盒,2110,2,2236,0,2236,郭晶,广东省合山市浔阳王路h座 381894
81417556237309,已关闭,2021-01-30 06:10:02,2021-02-01 04:17:47,借记卡,哇鸥心意优享礼盒,2102,1,667,20,647,韩秀华,海南省俊市城北杜街Q座 362632
81417556235829,已关闭,2021-01-23 19:05:16,2021-01-27 09:40:53,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,刘玉华,上海市春梅县江北石路t座 652798
81417556238483,已完成,2021-01-22 00:45:37,2021-01-23 08:07:46,借记卡,哇鸥顺意优享礼盒,2110,2,2236,0,2236,刘桂英,陕西省桂兰市静安深圳路P座 911624
81417556233428,已关闭,2021-01-23 17:22:59,2021-01-28 23:30:15,借记卡,哇鸥乐意优享礼盒,2101,3,1335,0,1335,耿丹,浙江省深圳县丰都合山街E座 890641
81417556234691,已关闭,2021-01-21 22:56:09,2021-01-24 18:09:20,借记卡,哇鸥乐意优享礼盒,2101,2,890,30,860,林刚,云南省杨市秀英陈街n座 895840
81417556233195,已完成,2021-01-24 03:46:26,2021-01-30 14:06:21,借记卡,哇鸥顺意优享礼盒,2110,2,2236,0,2236,周云,云南省拉萨县新城鞠路d座 110624
81417556235583,已完成,2021-01-21 10:25:12,2021-01-29 10:53:23,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,施静,上海市欣县西夏汕尾街O座 101874
81417556235177,已完成,2021-01-22 08:32:39,2021-01-31 01:32:06,借记卡,哇鸥心意优享礼盒,2102,2,1334,30,1304,高桂芳,香港特别行政区天津市永川齐齐哈尔街f座 288179
81417556238721,已完成,2021-01-27 20:38:52,2021-01-31 04:51:58,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,杨红,山西省辛集市沙市福州街F座 173690
81417556239594,已完成,2021-01-27 13:20:16,2021-01-28 13:14:04,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,孙建,贵州省磊市城北北京街Q座 917724
81417556234808,已完成,2021-01-22 17:16:47,2021-02-01 12:59:54,借记卡,哇鸥乐意优享礼盒,2101,10,4450,0,4450,吴慧,宁夏回族自治区佳县徐汇辛集路y座 749475
81417556237888,已关闭,2021-01-22 16:56:25,2021-01-31 05:57:44,借记卡,哇鸥乐意优享礼盒,2101,2,890,0,890,常英,天津市彬县沙湾张街w座 153083
81417556232172,已关闭,2021-01-26 21:27:11,2021-01-27 22:04:22,借记卡,哇鸥顺意优享礼盒,2110,3,3354,0,3354,蔡丽,云南省郑州市东丽吕街Z座 228727
81417556233070,已完成,2021-01-31 14:08:10,2021-02-01 20:05:30,借记卡,哇鸥顺意优享礼盒,2110,3,3354,0,3354,李琳,河南省哈尔滨县普陀淮安路h座 300076
81417556230472,已关闭,2021-01-24 08:42:33,2021-01-31 08:54:19,借记卡,哇鸥顺意优享礼盒,2110,2,2236,20,2216,仇建,湖南省上海县清河永安路L座 783244
81417556232707,已关闭,2021-01-30 13:37:43,2021-01-31 11:08:44,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,孙利,台湾省银川县沈河陈路C座 634590
81417556231351,已关闭,2021-01-21 19:06:40,2021-01-30 16:31:33,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,迟桂芳,江苏省南宁市长寿孔路V座 959442
81417556234314,已完成,2021-01-26 23:06:30,2021-01-27 06:58:06,借记卡,哇鸥顺意优享礼盒,2110,3,3354,0,3354,吴红梅,宁夏回族自治区南昌县上街李街C座 848221
81417556238938,已关闭,2021-01-28 23:29:16,2021-01-31 03:26:55,借记卡,哇鸥心意优享礼盒,2102,2,1334,20,1314,范海燕,福建省楠市房山合山街r座 367317
81417556231132,已关闭,2021-01-24 12:45:13,2021-01-31 05:37:28,借记卡,哇鸥心意优享礼盒,2102,1,667,40,627,李秀华,西藏自治区太原市闵行郭街z座 345477
81417556237100,已完成,2021-01-24 10:06:14,2021-01-25 12:42:05,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,焦佳,天津市合肥县清浦杨街D座 656383
81417556239948,已关闭,2021-01-26 13:32:55,2021-02-01 00:11:01,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,游文,内蒙古自治区凤兰市海陵任街R座 115044
81417556230416,已关闭,2021-01-22 06:10:57,2021-01-29 04:48:34,借记卡,哇鸥顺意优享礼盒,2110,1,1118,20,1098,金桂花,台湾省荣县东丽南昌路l座 336615
81417556235659,已关闭,2021-01-28 11:22:36,2021-01-30 20:18:50,借记卡,哇鸥心意优享礼盒,2102,2,1334,20,1314,曹凤英,江西省六安县崇文崔路A座 344441
81417556230316,已关闭,2021-01-23 17:21:49,2021-01-24 18:08:36,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,宋琴,江西省秀荣县花溪张路A座 712109
81417556231266,已关闭,2021-01-25 18:37:42,2021-01-26 07:49:01,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,翟勇,山东省武汉县魏都重庆街f座 637527
81417556235709,已关闭,2021-01-21 12:17:55,2021-01-24 17:02:58,借记卡,哇鸥心意优享礼盒,2102,4,2668,20,2648,徐娟,江西省凯县大东深圳街p座 330038
81417556233526,已完成,2021-01-23 22:55:51,2021-01-25 01:42:53,借记卡,哇鸥乐意优享礼盒,2101,4,1780,0,1780,陈峰,黑龙江省浩市西夏朱路s座 649680
81417556238717,已完成,2021-01-29 12:01:32,2021-01-29 20:47:32,借记卡,哇鸥顺意优享礼盒,2110,4,4472,0,4472,刘莹,四川省秀梅市友好徐街t座 170591
81417556232971,已完成,2021-01-21 13:44:12,2021-01-31 15:11:50,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,曹婷,河北省磊县普陀邓街H座 242185
81417556234903,已关闭,2021-01-21 14:06:54,2021-01-29 14:17:16,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,李桂香,吉林省哈尔滨市南湖长沙街M座 894253
81417556232804,已关闭,2021-01-22 22:12:16,2021-01-31 06:12:24,借记卡,哇鸥心意优享礼盒,2102,2,1334,40,1294,周梅,浙江省丽华市黄浦刘街h座 950150
81417556231261,已完成,2021-01-25 12:41:41,2021-01-31 02:30:49,借记卡,哇鸥心意优享礼盒,2102,2,1334,20,1314,张凯,海南省北京市沙市李街u座 465001
81417556238190,已关闭,2021-01-26 09:38:05,2021-01-26 13:41:35,借记卡,哇鸥顺意优享礼盒,2110,2,2236,0,2236,王想,广东省欣市闵行南宁路K座 401409
81417556236370,已完成,2021-01-21 11:01:59,2021-01-23 19:31:44,借记卡,哇鸥乐意优享礼盒,2101,4,1780,0,1780,罗建,新疆维吾尔自治区昆明市南长徐街v座 466141
81417556234589,已关闭,2021-01-21 19:26:24,2021-01-23 11:57:43,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,余玲,台湾省哈尔滨县清城太原街W座 604576
81417556230208,已关闭,2021-01-27 18:43:26,2021-01-29 06:06:47,借记卡,哇鸥顺意优享礼盒,2110,5,5590,40,5550,张坤,四川省南昌县大兴成都街y座 468292
81417556235576,已完成,2021-01-27 15:38:29,2021-01-30 17:57:51,借记卡,哇鸥乐意优享礼盒,2101,3,1335,0,1335,张丽丽,贵州省天津市崇文通辽街g座 423337
81417556232457,已完成,2021-01-25 13:47:51,2021-01-30 00:34:47,借记卡,哇鸥心意优享礼盒,2102,2,1334,30,1304,植刚,安徽省南京县黄浦西安街g座 839200
81417556232912,已关闭,2021-01-25 14:17:59,2021-01-30 01:07:23,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,张建,福建省梧州市西峰张街y座 111576
81417556230888,已完成,2021-01-21 17:40:38,2021-01-30 01:06:50,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,黄雪,上海市合山市西夏谢路A座 571619
81417556230781,已关闭,2021-01-22 00:11:25,2021-02-01 17:47:21,借记卡,哇鸥心意优享礼盒,2102,2,1334,20,1314,张龙,湖南省玉梅市崇文东莞路q座 518942
81417556232956,已关闭,2021-01-22 13:08:53,2021-01-26 16:37:16,借记卡,哇鸥心意优享礼盒,2102,3,2001,0,2001,杨敏,山西省健县梁平黄路O座 661391
81417556236393,已关闭,2021-01-21 00:55:23,2021-01-30 05:10:15,借记卡,哇鸥乐意优享礼盒,2101,2,890,20,870,张桂珍,澳门特别行政区淑英市永川王街r座 504690
81417556239093,已关闭,2021-01-23 18:41:55,2021-01-25 11:32:15,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,田玉华,西藏自治区武汉市闵行张路y座 318336
81417556238965,已完成,2021-02-01 15:35:48,2021-02-01 16:03:50,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,刘飞,甘肃省天津县上街南路T座 614591
81417556237406,已关闭,2021-01-25 07:16:34,2021-01-31 20:46:41,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,白鹏,北京市斌市普陀陈路B座 929738
81417556234335,已关闭,2021-01-25 22:12:22,2021-01-28 18:26:08,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,田慧,福建省帆市花溪通辽街n座 703138
81417556239912,已完成,2021-01-27 10:00:23,2021-01-31 02:31:02,借记卡,哇鸥顺意优享礼盒,2110,3,3354,0,3354,高玉,宁夏回族自治区畅县海港长沙街B座 524749
81417556232131,已完成,2021-01-24 08:31:21,2021-01-27 22:29:01,借记卡,哇鸥顺意优享礼盒,2110,3,3354,20,3334,陈宁,湖北省海口市海港陈路r座 813093
81417556230904,已关闭,2021-01-21 03:13:50,2021-01-24 03:37:29,借记卡,哇鸥顺意优享礼盒,2110,6,6708,0,6708,刘玲,广西壮族自治区六安市安次长沙街I座 963592
81417556234252,已关闭,2021-01-21 22:43:04,2021-01-30 09:30:03,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,徐红霞,云南省桂荣县上街王街e座 573275
81417556230449,已关闭,2021-01-28 01:25:41,2021-02-01 22:07:09,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,郑淑华,河北省兰州市永川王路M座 327145
81417556237452,已完成,2021-01-25 12:19:08,2021-01-30 03:55:56,借记卡,哇鸥顺意优享礼盒,2110,2,2236,20,2216,李瑞,江西省东莞市沈北新邯郸街E座 790142
81417556234798,已关闭,2021-01-21 05:41:53,2021-01-24 09:10:36,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,王磊,湖北省鑫县清城张街a座 893942
81417556234395,已关闭,2021-01-25 19:56:16,2021-01-29 10:40:17,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,章琴,辽宁省红市吉区六盘水街x座 899213
81417556232716,已完成,2021-01-25 20:24:14,2021-01-26 17:50:07,借记卡,哇鸥乐意优享礼盒,2101,4,1780,0,1780,李建军,海南省玉英县沙市杨路p座 285531
81417556239820,已完成,2021-01-22 06:45:49,2021-01-24 16:41:39,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,唐彬,湖北省银川市城东刘路G座 163145
81417556239978,已完成,2021-01-21 02:17:21,2021-01-31 15:19:34,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,何荣,上海市英县吉区邢路G座 638812
81417556239385,已完成,2021-01-23 23:26:36,2021-01-31 06:18:57,借记卡,哇鸥乐意优享礼盒,2101,1,445,20,425,萧桂荣,吉林省天津市兴山刘路j座 217115
81417556230090,已完成,2021-01-21 00:43:43,2021-01-28 19:26:14,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,荣玉珍,吉林省西安市友好太原街O座 774604
81417556230060,已关闭,2021-01-23 01:01:55,2021-02-01 12:52:26,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,梁丽娟,海南省桂花县静安兰州路T座 126620
81417556235429,已完成,2021-01-23 14:09:13,2021-01-30 05:35:20,借记卡,哇鸥乐意优享礼盒,2101,2,890,0,890,崔洋,新疆维吾尔自治区俊县东城马街T座 652934
81417556236006,已关闭,2021-01-22 12:03:00,2021-01-30 18:41:13,借记卡,哇鸥心意优享礼盒,2102,7,4669,30,4639,邵勇,湖北省呼和浩特市翔安郑州路B座 199926
81417556231679,已关闭,2021-01-23 06:10:37,2021-01-30 00:19:20,借记卡,哇鸥乐意优享礼盒,2101,3,1335,20,1315,谢杨,甘肃省秀芳市沈河成都街R座 592830
81417556239797,已关闭,2021-01-30 18:30:13,2021-02-01 15:55:33,借记卡,哇鸥乐意优享礼盒,2101,4,1780,0,1780,马桂花,新疆维吾尔自治区欢市南长张家港街a座 640570
81417556237407,已关闭,2021-01-23 04:33:42,2021-01-24 07:20:06,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,陈凯,安徽省东莞县璧山大冶街P座 228263
81417556233424,已关闭,2021-01-25 09:03:41,2021-01-28 13:50:59,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,杨彬,广西壮族自治区红梅县长寿夏街j座 782024
81417556233081,已完成,2021-01-25 20:41:22,2021-01-30 10:19:46,借记卡,哇鸥乐意优享礼盒,2101,3,1335,0,1335,尤平,青海省佳市海港深圳路Q座 699155
81417556238621,已完成,2021-01-21 10:29:55,2021-01-31 00:31:59,借记卡,哇鸥乐意优享礼盒,2101,1,445,40,405,彭峰,贵州省凤英市萧山长春街A座 347590
81417556232524,已关闭,2021-01-24 18:41:54,2021-01-27 08:20:41,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,丁龙,青海省楠县普陀杨路t座 226956
81417556231985,已关闭,2021-01-25 05:13:24,2021-01-25 18:40:59,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,陈敏,陕西省艳市永川陆路U座 843836
81417556230876,已关闭,2021-01-31 19:28:50,2021-02-01 07:48:11,借记卡,哇鸥心意优享礼盒,2102,1,667,20,647,朱霞,贵州省刚县滨城孙街u座 745692
81417556232630,已完成,2021-01-23 23:29:03,2021-01-25 15:51:21,借记卡,哇鸥乐意优享礼盒,2101,2,890,0,890,彭俊,吉林省巢湖县闵行徐街q座 648158
81417556232235,已关闭,2021-01-27 20:25:44,2021-01-30 07:09:27,借记卡,哇鸥顺意优享礼盒,2110,1,1118,20,1098,王玲,广西壮族自治区鑫县江北南昌路G座 235299
81417556236958,已关闭,2021-01-25 14:24:30,2021-01-28 10:35:27,借记卡,哇鸥乐意优享礼盒,2101,7,3115,30,3085,陈欢,山东省超市梁平王路H座 519341
81417556235530,已完成,2021-01-21 17:51:01,2021-01-27 22:37:47,借记卡,哇鸥心意优享礼盒,2102,4,2668,0,2668,王丹丹,香港特别行政区燕县孝南嘉禾街K座 783334
81417556232154,已完成,2021-01-25 09:06:03,2021-01-27 21:45:20,借记卡,哇鸥乐意优享礼盒,2101,4,1780,20,1760,王秀云,湖南省成市牧野孙街o座 170068
81417556235935,已完成,2021-01-21 06:30:46,2021-01-22 19:14:24,借记卡,哇鸥心意优享礼盒,2102,1,667,30,637,许桂花,云南省辽阳市城东李街K座 542739
81417556231744,已关闭,2021-01-25 00:28:28,2021-01-27 02:42:20,借记卡,哇鸥心意优享礼盒,2102,4,2668,20,2648,李峰,江苏省柳市丰都李街Q座 817581
81417556230565,已关闭,2021-01-26 04:11:58,2021-01-28 20:43:58,借记卡,哇鸥顺意优享礼盒,2110,1,1118,40,1078,李洁,宁夏回族自治区丹市西夏施路z座 577899
81417556234857,已关闭,2021-01-23 09:14:02,2021-01-31 09:35:41,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,郑磊,广东省欣市华龙沈阳街F座 735141
81417556231116,已关闭,2021-01-27 17:22:26,2021-01-29 14:22:30,借记卡,哇鸥乐意优享礼盒,2101,3,1335,40,1295,梁雷,山西省太原市徐汇长沙路z座 502384
81417556230358,已完成,2021-01-22 12:27:36,2021-01-28 00:53:49,借记卡,哇鸥乐意优享礼盒,2101,3,1335,40,1295,李瑞,福建省乌鲁木齐县上街陆街z座 380255
81417556236466,已关闭,2021-01-30 22:12:47,2021-01-30 22:21:21,借记卡,哇鸥顺意优享礼盒,2110,5,5590,20,5570,邱淑珍,山西省波县孝南吴路p座 104686
81417556232406,已完成,2021-01-23 06:30:58,2021-01-27 15:14:46,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,翟磊,河北省重庆县平山潮州路E座 232624
81417556236823,已完成,2021-01-27 02:19:55,2021-01-28 17:13:36,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,刘平,澳门特别行政区马鞍山县沈北新兴安盟街C座 197215
81417556236127,已完成,2021-01-23 15:06:57,2021-01-30 15:35:21,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,赵倩,新疆维吾尔自治区建平市浔阳李路C座 902822
81417556239404,已完成,2021-01-29 12:54:05,2021-01-31 22:01:25,借记卡,哇鸥心意优享礼盒,2102,6,4002,40,3962,李瑞,贵州省丽县沙湾合山路D座 418194
